id,display name,username,weight,num_tweets,engagement
223921570,,S4mmyEth,1.252612347,1,208901
1201551918692212736,,philism_,1.247168569,3,147656
1908812773955403776,,dTAOfordummies,1.245551487,6,57038
1528379203531440130,,raintures,1.244599704,2,177269
8287602,,jaltucher,1.232263265,3,144812
1925324760327553024,,AgentCAO,1.227344375,6,53564
1872729066593308672,,Shogun__base,1.226960993,5,83594
1368729704132354049,,niftyinvest,1.206274112,4,109750
59989980,,Degen_Hardy,1.199485478,2,168661
1927571707197362176,,tao_agent,1.181663334,5,74951
1861674812688547840,,metanova_labs,1.170804055,5,72879
67469426,,dotkrueger,1.168977822,2,162840
1791019966726369280,,0xbeinginvested,1.160249544,6,40762
1615153610047848448,,VirtualBacon0x,1.158212881,2,160786
1412977944629182472,,wearetalisman,1.152499437,1,189799
929398734609293312,,AssetAceArdent,1.152278036,6,39241
412587524,,MessariCrypto,1.148521544,1,189040
1747737231916240896,,CreatorBid,1.144198541,2,158112
1896776987806740481,,tplr_ai,1.139839642,4,97074
1879471914965766144,,BackpropFinance,1.130301879,5,65151
1821262078956498944,,rayon_labs,1.120132822,3,123417
1841514180517728256,,CrucibleLabs,1.100315942,2,149739
1941132604188557312,,rizzy_agent,1.09762812,3,119123
3253638337,,langeriuseth,1.090504856,2,147867
1266599278195048449,,decodejar,1.081360165,3,116019
1648393856667271168,,Pritensor,1.060350721,5,51804
1323358288981991425,,nordin_eth,1.041077317,2,138436
1575488903544348672,,Defimark7,1.031344845,2,136579
1223756024617873408,,LukitaTao,1.024921799,5,45044
1727645729588649984,,TensorplexLabs,1.012520884,4,72781
1406001741972213763,,tsliceAI,1.010168483,5,42229
1917301809313636355,,flock_off_sn96,1.010005221,4,72301
1440493422947622913,,pgpsam,1.00994757,4,72290
2294954370,,BitGo,1.006465193,1,161935
1797824936075042816,,Lazz_eth,0.9956135317,4,69555
1413356962058842118,,kenjonmiyachi,0.9893880578,5,38264
1703176266524856321,,too_da_moon_,0.9825590806,5,36961
958483284886982656,,E_Z_Trades,0.9801518933,3,96708
942793590715142144,,jkrdoc,0.9509222403,2,121234
1422188845974630406,,linity_com,0.9430966876,1,149844
403893999,,Val4930,0.9376222561,4,58490
634080359,,JustinB46587491,0.9338338307,5,27664
1544044068413521922,,cryptosanthoshK,0.9293137423,2,117111
1333467482,,CoinDesk,0.9110639106,1,143732
561042164,,emergevc,0.9075524642,1,143062
2799535513,,overlyleveraged,0.8988862851,4,51099
67574741,,gotorosario,0.8892772199,1,139575
1917631013490196480,,wanderinweights,0.8817265741,3,77928
1861989475326259200,,shugoio,0.8707423041,4,45729
1570221379462766593,,21RoundTable,0.8690329573,3,75506
1389098639369412608,,cyberne7ic,0.8654279657,4,44715
1247798364,,sobczak_mariusz,0.8465290466,4,41109
1820557559499235328,,ReadyAI_,0.8365337345,3,69305
116232741,,Kellykellam,0.8330267368,2,98739
1682112942353907714,,King_69NFT,0.832104327,2,98563
806584697560199170,,aizorr0,0.7963512573,3,61638
1422537905885442055,,CoinbaseAssets,0.7884882256,1,120344
1142897938475212800,,CryptoDona7,0.7822365468,2,89048
